Date,Model,Batch,Mode,EVA16(kg),EVA25(kg),LDPE24(kg),LDPE40(kg),POE(kg),AC_PE_MB(kg),AC_EVA_MB(kg),DCP(kg),ZnO(kg),Urea(kg),BHT(kg),Filler_MB(kg),Color_MB(kg),Color1_Type,Color1_kg,Color2_Type,Color2_kg,Color3_Type,Color3_kg,ATH(kg),BrSb_MB(kg),CP70(kg),Powder(kg),PEG4000(kg),HALS(kg),EVA16_VA%,EVA25_VA%,Weighted_VA%,Effective_VA%,Temp1(°C),Time1(min),Temp2(°C),Time2(min),MixTime(min),RotorSpeed(rpm),AC(phr),DCP(phr),BHT(phr),ZnO(phr),Urea(phr),BaseDCPNeed(phr),EffectiveDCP(phr),DCP_SupplyRatio%,CrosslinkIndex,CrosslinkEff,CI_Min,CI_Max,CI_OptimalLow,CI_OptimalHigh,TheoDensity,PredDensity,PredExpansion,Quality_Score,Warning_Count,DosageTemp,DischargeTemp,ResinType,QI_Percent,e1_FT,e2_FTi,e3_TTi,e4_FR,e5_TR,e6_TiR,FaceA_CV,FaceB_CV,FaceC_CV,FaceD_CV,Mahalanobis_Dist,Confidence_Zone,Warnings
"2026-02-26","2000AHH","灰423U","production","","","22","15","","14.3","","0.585","0.165","0.055","0.05","5","0.54","EVA-8503_1.33_cb37","0.4818","EVA-5504N-1_1.506_org23","0.0351","EVA-3508_1.412_org21","0.0231","","","","","0.16","","16","25","16.00","0.00","149.5","30","164","25","18","55","15.61","1.277","0.109","0.360","0.120","0.889","0.889","123.8","1.104","1.001","0.784","1.348","0.953","1.178","1.0269","0.0434","23.70","93","2","100","130","ldpe_only","84","0.936","0.989","0.769","0.980","0.958","1.000","","","","","0.92","green","[Mild] AC/DCP比稍偏低(12.2)，最適Range 12.2~19.3@24X; [Info] Discharge Temperature(130°C)接近AC有效分解溫度(119°C)，少量AC可能提前分解(~11.5%)"
"2026-02-26","2000AHH","寶藍293U","production","","","19","15","","14","","0.57","0.17","0.05","0.05","5","7.63","EVA-5504N-1_1.506_org23","4.7031","EVA-7504_1.118_org8","2.4016","EVA-1376_1.461_org9","0.5253","","","","","0.16","","16","25","16.00","0.00","149.5","30","164","25","18","55","14.59","1.188","0.104","0.354","0.104","0.926","0.926","108.6","0.977","1.004","0.680","1.255","0.852","1.083","1.0412","0.0467","22.13","97","1","100","130","ldpe_only","80","0.940","0.933","0.769","0.816","0.982","1.000","","","","","1.74","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(120°C)，少量AC可能提前分解(~11.0%)"
"2026-02-26","2000AHH","深紫266C","production","","","25","10","","14.3","","0.57","0.17","0.06","0.05","5","4.73","EVA-7504_1.118_org8","4.1973","EVA-5504N-1_1.506_org23","0.4747","EVA-8503_1.33_cb37","0.058","","","","","0.16","","16","25","16.00","0.00","149.2","26","164","25","18","55","15.23","1.214","0.107","0.362","0.128","0.905","0.905","113.3","1.012","1.003","0.784","1.348","0.953","1.178","1.0364","0.0448","22.95","97","1","100","130","ldpe_only","84","0.910","0.995","0.765","0.988","0.995","1.000","","","","","1.15","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(118°C)，少量AC可能提前分解(~13.0%)"
"2026-02-26","2000","膚4675C","production","","","18","12","","11","","0.445","0.165","0.045","0.04","5","0.3","EVA-1376_1.461_org9","0.1525","EVA-3508_1.412_org21","0.1169","EVA-8503_1.33_cb37","0.0305","","","","","0.16","","16","25","16.00","0.00","150.8","26","164","25","18","55","14.87","1.204","0.108","0.446","0.122","0.885","0.885","116.0","1.054","1.001","0.784","1.348","0.953","1.178","1.0343","0.0457","22.61","92","1","100","130","ldpe_only","84","1.000","0.999","0.782","0.893","0.998","1.000","","","","","1.45","green","[Warning] Discharge Temperature(130°C)超過AC有效分解溫度(114°C)16°C，AC提前分解風險高"
"2026-02-26","2000","黑7U","production","","","17.7","12","","11","","0.43","0.16","0.035","0.04","5","0.9","EVA-7505_1.38_cb45","0.9","","","","","","","","","0.16","","16","25","16.00","0.00","151","26","164","25","18","55","14.81","1.158","0.108","0.431","0.094","0.907","0.907","109.1","1.000","1.001","0.783","1.346","0.952","1.177","1.0361","0.0462","22.51","97","1","100","129","ldpe_only","84","1.000","0.885","0.783","1.000","0.996","1.000","","","","","1.03","green","[Info] Discharge Temperature(129°C)接近AC有效分解溫度(119°C)，少量AC可能提前分解(~11.0%)"
"2026-02-26","2000","淺灰430U","production","","","15.3","14","","11","","0.415","0.165","0.035","0.04","5.78","0.4","EVA-8503_1.33_cb37","0.3291","EVA-5504N-1_1.506_org23","0.0658","EVA-1376_1.461_org9","0.0051","","","","0.78","0.16","","16","25","16.00","0.00","153.5","26","164","25","18","55","15.05","1.136","0.109","0.451","0.096","0.891","0.891","107.6","1.038","1.001","0.784","1.348","0.953","1.178","1.0543","0.0470","22.44","97","1","100","131","ldpe_only","81","0.812","0.991","0.793","0.936","0.996","1.000","","","","","1.93","green","[Info] Discharge Temperature(131°C)接近AC有效分解溫度(118°C)，少量AC可能提前分解(~13.0%)"
"2026-02-26","2000","灰","production","","","19.7","10","","11","","0.415","0.165","0.03","0.04","5.36","0.86","EVA-8503_1.33_cb37","0.7075","EVA-5504N-1_1.506_org23","0.1415","EVA-1376_1.461_org9","0.011","","","","","0.16","","16","25","16.00","0.00","151","26","164","25","18","55","14.79","1.116","0.108","0.444","0.081","0.898","0.898","105.2","0.967","1.001","0.784","1.348","0.953","1.178","1.0395","0.0466","22.32","97","1","100","129","ldpe_only","84","1.000","0.956","0.783","0.940","0.926","1.000","","","","","0.93","green","[Info] Discharge Temperature(129°C)接近AC有效分解溫度(121°C)，少量AC可能提前分解(~9.6%)"
"2026-02-26","2000","綠367C","production","","","18.5","10","","11","","0.435","0.17","0.04","0.04","5","3.73","EVA-4506_1.357_org20","1.8113","EVA-5504N-1_1.506_org23","1.6772","EVA-3508_1.412_org21","0.1509","","","","","0.16","","16","25","16.00","0.00","151","26","164","25","18","55","14.46","1.143","0.105","0.447","0.105","0.922","0.922","105.3","0.965","1.003","0.776","1.333","0.943","1.166","1.0433","0.0473","22.01","97","1","100","130","ldpe_only","82","1.000","0.862","0.783","0.929","0.933","1.000","","","","","0.86","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(116°C)，少量AC可能提前分解(~14.2%)"
"2026-02-26","2000","綠571U","production","","","19.7","10","","10.8","","0.42","0.165","0.03","0.04","5","0.34","EVA-4506_1.357_org20","0.1651","EVA-5504N-1_1.506_org23","0.1529","EVA-3508_1.412_org21","0.0138","","","","","0.16","","16","25","16.00","0.00","151","26","164","25","18","55","14.75","1.147","0.109","0.451","0.082","0.886","0.886","109.7","1.004","1.001","0.784","1.348","0.953","1.178","1.0346","0.0464","22.28","97","1","100","129","ldpe_only","86","1.000","0.999","0.783","0.993","0.957","1.000","","","","","1.05","green","[Info] Discharge Temperature(129°C)接近AC有效分解溫度(120°C)，少量AC可能提前分解(~9.9%)"
"2026-02-26","2000","綠377U","production","","","17","10","","11.2","","0.45","0.16","0.025","0.04","5","5.07","EVA-4506_1.357_org20","2.4621","EVA-5504N-1_1.506_org23","2.2797","EVA-3508_1.412_org21","0.2052","","","","","0.16","","16","25","16.00","0.00","151","26","164","25","18","55","14.87","1.195","0.106","0.425","0.066","0.938","0.938","108.7","0.990","1.004","0.770","1.323","0.936","1.157","1.0499","0.0469","22.32","97","1","100","131","ldpe_only","79","1.000","0.773","0.783","0.941","1.000","1.000","","","","","1.06","green","[Info] Discharge Temperature(131°C)接近AC有效分解溫度(124°C)，少量AC可能提前分解(~8.5%)"
"2026-02-26","2000","草綠346U","production","","","15","14","","11.2","","0.43","0.14","0.025","0.04","5","1.45","EVA-3508_1.412_org21","0.9314","EVA-5504N-1_1.506_org23","0.5186","","","","","","","0.16","","16","25","16.00","0.00","149.5","26","164","25","18","55","15.16","1.164","0.108","0.379","0.068","0.902","0.902","109.6","0.982","1.002","0.784","1.348","0.953","1.178","1.0393","0.0457","22.71","100","0","100","128","ldpe_only","84","0.938","0.954","0.769","0.959","1.000","1.000","","","","","1.01","green",""
"2026-02-26","2000","藍300U","production","","","19","8","","11.2","","0.43","0.17","0.04","0.04","5","4.43","EVA-5504N-1_1.506_org23","3.9071","EVA-1509ABH_1.226_org26","0.5229","","","","","","","0.16","","16","25","16.00","0.00","150","26","164","25","18","55","15.06","1.157","0.108","0.457","0.108","0.928","0.928","105.6","0.944","1.003","0.770","1.324","0.936","1.157","1.0491","0.0460","22.76","97","1","100","130","ldpe_only","82","0.973","0.844","0.775","0.980","0.930","1.000","","","","","0.66","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(116°C)，少量AC可能提前分解(~13.8%)"
"2026-02-26","2000","藍2945U","production","","","14.6","11","","11","","0.43","0.18","0.03","0.04","5","7.37","EVA-5504N-1_1.506_org23","6.5","EVA-1509ABH_1.226_org26","0.87","","","","","","","0.16","","16","25","16.00","0.00","151","26","164","25","18","55","14.52","1.135","0.106","0.475","0.079","0.957","0.957","100.3","0.912","1.005","0.667","1.232","0.837","1.063","1.0563","0.0481","21.94","97","1","100","131","ldpe_only","66","1.000","0.624","0.783","0.980","0.716","1.000","","","","","1.78","green","[Info] Discharge Temperature(131°C)接近AC有效分解溫度(120°C)，少量AC可能提前分解(~11.6%)"
"2026-02-26","2000","紫271U","production","","","23.8","5","","11","","0.42","0.15","0.03","0.04","5","1.86","EVA-1375_1.232_org5","1.6973","EVA-5504N-1_1.506_org23","0.1627","","","","","","","0.16","","16","25","16.00","0.00","151.5","26","164","25","18","55","14.89","1.137","0.108","0.406","0.081","0.893","0.893","106.6","0.998","1.002","0.784","1.348","0.953","1.178","1.0399","0.0465","22.27","97","1","100","130","ldpe_only","86","0.989","1.000","0.786","0.984","0.995","1.000","","","","","1.13","green","[Info] Discharge Temperature(130°C)接近AC有效分解溫度(122°C)，少量AC可能提前分解(~9.1%)"
"2026-02-26","2000","深粉紅211U","production","","","17.1","12","","11","","0.43","0.15","0.02","0.04","5","1","EVA-1372J_1.201_org5","0.3816","EVA-1375_1.232_org5","0.2513","EVA-1509ABH_1.226_org26","0.2513","","","","","0.16","","16","25","16.00","0.00","151.5","26","164","25","18","55","15.03","1.175","0.109","0.410","0.055","0.889","0.889","112.1","1.040","1.001","0.784","1.348","0.953","1.178","1.0379","0.0461","22.48","100","0","100","130","ldpe_only","86","0.990","0.998","0.786","1.000","0.987","1.000","","","","","1.12","green",""
"2026-02-26","2000","特黑06C","production","","","21.4","5","","11","","0.42","0.15","0.07","0.04","5","5.2","EVA-7505_1.38_cb45","5.2","","","","","","","","","0.16","","16","25","16.00","0.00","151.7","26","164","25","18","55","14.84","1.134","0.108","0.405","0.189","1.030","1.030","95.7","0.894","1.003","0.741","1.273","0.900","1.114","1.0514","0.0457","23.34","92","1","100","131","ldpe_only","28","0.982","0.100","0.787","0.957","0.563","0.975","","","","","3.56","yellow","[Warning] Discharge Temperature(131°C)超過AC有效分解溫度(109°C)22°C，AC提前分解風險高"
"2026-02-26","451","米白G1U","production","19.2","","","12","","","16","0.61","0.16","0.03","0.02","4","","EVA-3508_1.412_org21","0.002","","","","","","","","0.5","0.16","","16","25","16.00","0.00","143","26","164","25","18","55","19.90","1.517","0.050","0.398","0.075","0.958","0.958","149.2","1.166","1.018","0.871","1.396","1.028","1.239","1.0500","0.0365","28.74","96","1","100","127","eva_ldpe","35","0.873","1.000","0.578","0.943","0.181","1.000","","","","","5.58","red","[Mild] AC/DCP比稍偏低(13.1)，最適Range 13.7~20.8@29X"
"2026-02-26","451","特黑05CL","production","18","","","10","","","16","0.575","0.165","0.05","0.02","4","5.3","EVA-7505_1.38_cb45","5.3","","","","","","","","","0.16","","16","25","16.00","0.00","148","26","164","25","18","55","19.52","1.403","0.049","0.403","0.122","1.078","1.078","125.0","1.058","1.019","0.884","1.417","1.044","1.257","1.0583","0.0366","29.34","89","2","100","131","eva_ldpe","31","0.996","0.100","0.743","0.746","0.980","1.000","","","","","3.27","yellow","[Warning] AC/DCP比偏低(13.9)，29X最適值18.7(-1.6σ); [Info] Discharge Temperature(131°C)接近AC有效分解溫度(124°C)，少量AC可能提前分解(~8.3%)"
"2026-02-26","3000","特黑06C","production","11.7","","","9.2","","","11.2","0.455","0.16","0.035","0.02","4","3.55","EVA-8503_1.33_cb37","3.55","","","","","","","","","0.16","","16","25","16.00","0.00","140.5","26","164","25","18","55","18.57","1.508","0.066","0.530","0.116","1.022","1.022","138.7","0.983","1.018","0.727","1.166","0.859","1.035","1.0664","0.0390","27.58","89","2","100","126","eva_ldpe","29","0.381","0.471","0.526","0.998","0.420","1.000","","","","","6.33","red","[Warning] AC/DCP比偏低(12.3)，27X最適值18.2(-2.0σ); [Info] Discharge Temperature(126°C)接近AC有效分解溫度(120°C)，少量AC可能提前分解(~8.1%)"
