#,Date,Model,Batch,Score,Density,Expansion,AC_phr,DCP_phr,AC_DCP_Ratio,CI,CI_Min,CI_Max,CI_OK,CrosslinkEff,FR_phr,Filler_phr,Warning_Count,Warnings,Suggestions
136,2026-02-26,"460","白",84,0.0358,29.58,20.63,1.341,15.4,1.319,0.692,1.277,WARN,1.001,0.00,11.93,2,"[Warning] 交聯指數Too High(1.319 > 1.277)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(1.319 > 1.277)，可能導致泡棉硬脆","AC/DCP比值15.4在OptimalRange(12-20@30X); Inorganic Filler11.9 phr 在OptimalRange(5-20 phr); Recommended減少DCP約 10g"
137,2026-02-26,"460-1","黑",84,0.0335,31.46,21.83,1.361,16.0,1.285,0.692,1.277,WARN,1.005,0.00,8.97,2,"[Warning] 交聯指數Too High(1.285 > 1.277)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(1.285 > 1.277)，可能導致泡棉硬脆","AC/DCP比值16.0在OptimalRange(14-22@31X); Inorganic Filler9.0 phr 在OptimalRange(5-20 phr); Recommended減少DCP約 10g"
138,2026-02-26,"460-1","白",100,0.0331,32.55,23.39,1.303,18.0,1.238,0.692,1.277,OK,1.005,0.00,13.59,0,"","AC/DCP比值18.0在OptimalRange(14-22@33X); Inorganic Filler13.6 phr 在OptimalRange(5-20 phr); 交聯指數1.238合格但High(Range0.692~1.277)，可考慮減少DCP約5g"
139,2026-02-26,"600-1","黑",100,0.0349,29.99,20.94,1.109,18.9,0.968,0.692,1.277,OK,1.004,0.00,8.49,0,"","AC/DCP比值18.9在OptimalRange(12-20@30X); Inorganic Filler8.5 phr 在OptimalRange(5-20 phr); 交聯指數0.968，處於OptimalRange(0.867~1.101)"
140,2026-02-26,"600-1","深黑",100,0.0315,33.08,22.89,1.130,20.3,1.014,0.684,1.263,OK,1.002,0.00,4.69,0,"","AC/DCP比值20.3在OptimalRange(14-22@33X); Inorganic FillerLow(4.7 phr)，成核Limited，Recommended5-20 phr; 交聯指數1.014，處於OptimalRange(0.858~1.089)"
141,2026-02-25,"600NN","黑",100,0.0338,31.73,23.96,1.118,21.4,0.955,0.804,1.232,OK,1.011,1.72,9.41,0,"","AC/DCP比值21.4在OptimalRange(14-22@32X); Inorganic Filler9.4 phr 在OptimalRange(5-20 phr); Br+Sb amount low (1.7 phr), FR effect limited, suggest 8-20 phr"
142,2026-02-26,"600NN","白",100,0.0333,32.35,23.33,1.206,19.3,1.133,0.675,1.246,OK,1.007,3.01,11.24,0,"","AC/DCP比值19.3在OptimalRange(14-22@32X); Inorganic Filler11.2 phr 在OptimalRange(5-20 phr); Br+Sb amount low (2.1 phr), FR effect limited, suggest 8-20 phr"
143,2026-02-25,"604NN","黑",84,0.0338,31.89,24.23,1.076,22.5,0.972,0.591,0.906,NG,1.009,4.73,7.98,2,"[Warning] 交聯指數Too High(0.972 > 0.906)，可能導致泡棉硬脆; [Warning] 交聯指數Too High(0.972 > 0.906)，可能導致泡棉硬脆","Inorganic Filler8.0 phr 在OptimalRange(5-20 phr); ATH amount low (4.7 phr), limited FR effect, suggest 40-60 phr or combine with other FR; Recommended減少DCP約 13g"
144,2026-02-25,"RE-139","深黑",100,0.0486,21.48,13.62,1.410,9.7,0.769,0.514,0.787,OK,0.996,0.00,9.12,0,"","Inorganic Filler9.1 phr 在OptimalRange(5-20 phr); 混練階段AC損失8.0%，考慮降低Discharge Temperature或減少ZnO/Modified Urea; BHT amount low (0.049 phr), antioxidant protection may be insufficient, suggest 0.08-0.15 phr"
145,2026-02-25,"RE-357","深黑",68,0.0434,24.00,15.12,1.875,8.1,0.809,0.512,0.785,WARN,0.988,0.00,9.75,4,"[Warning] AC/DCP比偏低(8.1)，24X倍率建議>9; [Warning] 混練Discharge Temperature(120°C)接近AC有效分解溫度(114°C)，AC可能提前分解; [Warning] 交聯指數Too High(0.809 > 0.785)，可能導致泡棉硬脆","Inorganic Filler9.8 phr 在OptimalRange(5-20 phr); 混練階段AC損失9.3%，考慮降低Discharge Temperature或減少ZnO/Modified Urea; Recommended減少DCP約 10g"
